Latitude (decimal degrees):	42.164
Longitude (decimal degrees):	19.648
Elevation (m):	447
Radiation database:	PVGIS-SARAH3


Slope: 45 deg. 
Azimuth: 0 deg. 
time,G(i),H_sun,T2m,WS10m,Int
20230329:0810,800.11,37.86,5.68,0.69,0.0
20230329:0910,955.22,45.65,6.35,1.17,0.0
20230329:1010,934.36,50.38,7.47,1.79,0.0
20230329:1110,1085.61,50.87,8.22,2.48,0.0
20230329:1210,1020.73,46.97,8.24,2.55,0.0
20230329:1310,863.3,39.73,8.33,2.55,0.0
20230329:1410,641.18,30.43,8.0,2.34,0.0
20230329:1510,392.07,20.0,7.7,1.86,0.0
20230329:1610,35.42,9.03,7.09,1.31,0.0
20230329:1710,0.0,0.0,6.35,0.9,0.0
20230329:1810,0.0,0.0,6.24,0.62,0.0
20230329:1910,0.0,0.0,5.89,0.55,0.0
20230329:2010,0.0,0.0,5.7,0.41,0.0
20230329:2110,0.0,0.0,5.5,0.34,0.0
20230329:2210,0.0,0.0,5.37,0.34,0.0
20230329:2310,0.0,0.0,5.15,0.69,0.0
20230330:0010,0.0,0.0,5.01,0.69,0.0
20230330:0110,0.0,0.0,4.73,0.69,0.0
20230330:0210,0.0,0.0,4.63,0.83,0.0
20230330:0310,0.0,0.0,4.5,0.9,0.0
20230330:0410,0.0,0.0,4.46,0.9,0.0
20230330:0510,30.59,6.95,4.47,0.97,0.0
20230330:0610,65.21,17.99,5.28,0.62,0.0
20230330:0710,86.95,28.59,7.17,0.48,0.0
20230330:0810,794.15,38.22,8.54,1.03,0.0
20230330:0910,779.93,46.03,9.66,1.45,0.0
20230330:1010,1047.9,50.77,10.59,1.79,0.0
20230330:1110,1063.31,51.25,11.27,2.0,0.0
20230330:1210,993.87,47.3,11.7,2.14,0.0
20230330:1310,833.81,40.0,11.78,2.14,0.0
20230330:1410,495.64,30.67,11.68,2.0,0.0
20230330:1510,287.87,20.21,11.26,1.79,0.0
20230330:1610,38.64,9.23,10.39,1.38,0.0
20230330:1710,0.0,0.0,9.37,0.9,0.0
20230330:1810,0.0,0.0,8.83,0.41,0.0
20230330:1910,0.0,0.0,8.55,0.21,0.0
20230330:2010,0.0,0.0,8.25,0.41,0.0
20230330:2110,0.0,0.0,8.08,0.55,0.0
20230330:2210,0.0,0.0,7.99,0.28,0.0
20230330:2310,0.0,0.0,7.91,0.28,0.0
20230331:0010,0.0,0.0,7.65,0.55,0.0
20230331:0110,0.0,0.0,7.41,0.69,0.0
20230331:0210,0.0,0.0,7.12,0.83,0.0
20230331:0310,0.0,0.0,6.89,0.9,0.0
20230331:0410,0.0,0.0,6.62,1.03,0.0
20230331:0510,35.42,7.27,6.1,1.1,0.0
20230331:0610,112.71,18.31,7.23,0.62,0.0
20230331:0710,145.72,28.93,9.93,0.28,0.0
20230331:0810,393.74,38.58,10.98,0.69,0.0
20230331:0910,560.55,46.41,11.95,1.31,0.0
20230331:1010,557.82,51.17,12.58,1.72,0.0
20230331:1110,809.21,51.62,13.23,2.07,0.0
20230331:1210,347.02,47.62,13.58,2.21,0.0
20230331:1310,486.46,40.28,13.47,2.0,0.0
20230331:1410,334.82,30.9,13.24,1.72,0.0
20230331:1510,153.28,20.42,12.66,1.24,0.0
20230331:1610,39.45,9.43,12.02,0.48,0.0
20230331:1710,0.0,0.0,11.51,0.07,0.0
20230331:1810,0.0,0.0,11.16,0.28,0.0
20230331:1910,0.0,0.0,11.07,0.34,0.0
20230331:2010,0.0,0.0,10.74,0.62,0.0
20230331:2110,0.0,0.0,10.26,0.76,0.0
20230331:2210,0.0,0.0,10.02,0.83,0.0
20230331:2310,0.0,0.0,10.05,0.76,0.0
20230401:0010,0.0,0.0,10.0,0.55,0.0
20230401:0110,0.0,0.0,9.97,0.48,0.0
20230401:0210,0.0,0.0,9.62,0.69,0.0
20230401:0310,0.0,0.0,8.99,0.83,0.0
20230401:0410,0.0,0.0,9.09,0.76,0.0
20230401:0510,5.64,7.59,9.59,0.69,0.0
20230401:0610,28.98,18.64,9.29,0.83,0.0
20230401:0710,45.89,29.27,10.45,2.41,0.0
20230401:0810,90.85,38.94,10.23,3.86,0.0
20230401:0910,116.43,46.8,10.18,3.45,0.0
20230401:1010,179.93,51.57,10.51,2.28,0.0
20230401:1110,320.82,51.99,12.63,2.34,0.0
20230401:1210,316.07,47.95,12.31,2.69,0.0
20230401:1310,747.81,40.55,12.07,1.93,0.0
20230401:1410,463.81,31.13,11.16,1.72,0.0
20230401:1510,97.42,20.63,10.92,1.66,0.0
20230401:1610,49.91,9.63,10.13,1.45,0.0
20230401:1710,0.0,0.0,9.23,0.55,0.0
20230401:1810,0.0,0.0,8.6,0.48,0.0
20230401:1910,0.0,0.0,9.77,0.76,0.0
20230401:2010,0.0,0.0,9.13,0.76,0.0
20230401:2110,0.0,0.0,7.64,1.03,0.0
20230401:2210,0.0,0.0,6.98,1.1,0.0
20230401:2310,0.0,0.0,6.83,1.1,0.0
20230402:0010,0.0,0.0,6.93,1.24,0.0
20230402:0110,0.0,0.0,6.11,1.24,0.0
20230402:0210,0.0,0.0,5.11,1.31,0.0
20230402:0310,0.0,0.0,4.44,1.38,0.0
20230402:0410,0.0,0.0,4.13,1.38,0.0
20230402:0510,38.64,7.91,3.81,1.31,0.0
20230402:0610,74.07,18.96,6.54,1.1,0.0
20230402:0710,119.95,29.6,10.33,0.83,0.0
20230402:0810,714.13,39.29,12.17,0.55,0.0
20230402:0910,508.51,47.18,13.43,0.07,0.0
20230402:1010,851.44,51.96,14.19,1.03,0.0
20230402:1110,496.39,52.37,13.35,0.97,0.0
20230402:1210,597.68,48.27,13.93,0.07,0.0
20230402:1310,376.68,40.82,14.78,0.55,0.0
20230402:1410,61.74,31.37,14.44,0.55,0.0
20230402:1510,345.4,20.84,14.19,0.69,0.0
20230402:1610,46.69,9.83,13.5,0.34,0.0
20230402:1710,0.0,0.0,13.09,0.21,0.0
20230402:1810,0.0,0.0,12.48,0.55,0.0
20230402:1910,0.0,0.0,12.72,0.69,0.0
20230402:2010,0.0,0.0,11.97,1.1,0.0
20230402:2110,0.0,0.0,9.52,1.38,0.0
20230402:2210,0.0,0.0,8.06,1.59,0.0
20230402:2310,0.0,0.0,6.65,1.79,0.0
20230403:0010,0.0,0.0,5.53,2.07,0.0
20230403:0110,0.0,0.0,4.98,2.14,0.0
20230403:0210,0.0,0.0,4.85,2.34,0.0
20230403:0310,0.0,0.0,5.06,2.48,0.0
20230403:0410,0.0,0.0,5.59,2.62,0.0
20230403:0510,42.67,8.22,6.53,2.76,0.0
20230403:0610,111.9,19.27,8.69,3.24,0.0
20230403:0710,185.16,29.93,10.2,3.93,0.0
20230403:0810,172.0,39.65,11.19,4.28,0.0
20230403:0910,190.52,47.56,11.57,4.62,0.0
20230403:1010,586.94,52.35,11.75,4.62,0.0
20230403:1110,228.45,52.74,11.92,4.69,0.0
20230403:1210,120.84,48.59,11.9,4.34,0.0
20230403:1310,101.43,41.09,11.27,3.66,0.0
20230403:1410,69.68,31.6,10.41,3.93,0.0
20230403:1510,33.52,21.05,9.14,3.59,0.0
20230403:1610,8.86,10.03,8.47,3.52,0.0
20230403:1710,0.0,0.0,7.71,3.24,0.0
20230403:1810,0.0,0.0,7.14,2.48,0.0
20230403:1910,0.0,0.0,6.17,2.55,0.0
20230403:2010,0.0,0.0,5.58,2.21,0.0
20230403:2110,0.0,0.0,5.24,1.79,0.0
20230403:2210,0.0,0.0,5.0,1.59,0.0
20230403:2310,0.0,0.0,4.81,1.45,0.0
20230404:0010,0.0,0.0,4.86,1.38,0.0
20230404:0110,0.0,0.0,4.44,1.45,0.0
20230404:0210,0.0,0.0,4.26,1.66,0.0
20230404:0310,0.0,0.0,4.14,1.79,0.0
20230404:0410,0.0,0.0,3.9,1.93,0.0
20230404:0510,37.03,8.53,3.8,2.14,0.0
20230404:0610,104.66,19.59,4.1,2.21,0.0
20230404:0710,185.97,30.26,5.02,3.31,0.0
20230404:0810,398.96,40.0,6.07,3.79,0.0
20230404:0910,590.08,47.93,6.99,3.86,0.0
20230404:1010,680.84,52.74,7.46,3.72,0.0
20230404:1110,429.98,53.11,7.42,3.45,0.0
20230404:1210,252.61,48.91,7.37,3.17,0.0
20230404:1310,150.83,41.35,7.23,2.83,0.0
20230404:1410,77.62,31.82,6.87,2.69,0.0
20230404:1510,70.56,21.25,6.37,2.55,0.0
20230404:1610,45.08,10.23,5.76,2.34,0.0
20230404:1710,0.0,0.0,5.1,2.34,0.0
20230404:1810,0.0,0.0,4.46,2.28,0.0
20230404:1910,0.0,0.0,3.34,2.48,0.0
20230404:2010,0.0,0.0,2.97,2.48,0.0
20230404:2110,0.0,0.0,2.69,2.41,0.0
20230404:2210,0.0,0.0,2.52,2.28,0.0
20230404:2310,0.0,0.0,2.37,1.93,0.0
20230405:0010,0.0,0.0,2.23,1.79,0.0
20230405:0110,0.0,0.0,2.25,1.66,0.0
20230405:0210,0.0,0.0,2.11,1.66,0.0
20230405:0310,0.0,0.0,1.99,1.59,0.0
20230405:0410,0.0,0.0,1.9,1.66,0.0
20230405:0510,21.74,8.84,1.89,1.72,0.0
20230405:0610,41.06,19.91,2.4,1.72,0.0
20230405:0710,100.63,30.59,3.67,1.66,0.0
20230405:0810,148.18,40.35,5.06,1.52,0.0
20230405:0910,164.94,48.31,6.54,1.17,0.0
20230405:1010,148.18,53.13,7.69,0.69,0.0
20230405:1110,159.65,53.47,8.64,0.0,0.0
20230405:1210,350.46,49.22,8.68,0.83,0.0
20230405:1310,172.0,41.62,8.88,1.17,0.0
20230405:1410,99.67,32.05,8.67,1.1,0.0
20230405:1510,107.37,21.46,8.62,0.97,0.0
20230405:1610,33.81,10.42,8.25,0.83,0.0
20230405:1710,0.0,0.0,7.76,0.62,0.0
20230405:1810,0.0,0.0,7.38,0.34,0.0
20230405:1910,0.0,0.0,3.94,1.24,0.0
20230405:2010,0.0,0.0,3.32,1.31,0.0
20230405:2110,0.0,0.0,2.79,1.45,0.0
20230405:2210,0.0,0.0,2.52,1.59,0.0
20230405:2310,0.0,0.0,2.62,1.66,0.0
20230406:0010,0.0,0.0,2.28,1.72,0.0
20230406:0110,0.0,0.0,1.92,1.79,0.0
20230406:0210,0.0,0.0,1.8,1.86,0.0
20230406:0310,0.0,0.0,1.41,1.93,0.0
20230406:0410,0.0,0.0,1.12,2.0,0.0
20230406:0510,42.67,9.15,1.33,2.0,0.0
20230406:0610,84.53,20.22,2.69,2.21,0.0
20230406:0710,138.47,30.91,4.6,2.07,0.0
20230406:0810,798.93,40.7,6.26,2.07,0.0
20230406:0910,950.98,48.68,7.62,2.28,0.0
20230406:1010,996.23,53.51,8.76,2.0,0.0
20230406:1110,421.9,53.84,9.91,1.31,0.0
20230406:1210,253.79,49.53,10.05,0.9,0.0
20230406:1310,160.53,41.88,10.31,1.03,0.0
20230406:1410,107.61,32.27,9.53,1.45,0.0
20230406:1510,125.07,21.66,9.35,1.45,0.0
20230406:1610,53.13,10.62,8.71,1.1,0.0
20230406:1710,0.0,0.0,7.9,0.62,0.0
20230406:1810,0.0,0.0,7.48,0.41,0.0
20230406:1910,0.0,0.0,6.82,0.62,0.0
20230406:2010,0.0,0.0,6.39,0.97,0.0
20230406:2110,0.0,0.0,5.79,1.1,0.0
20230406:2210,0.0,0.0,4.23,1.24,0.0
20230406:2310,0.0,0.0,2.95,1.38,0.0
20230407:0010,0.0,0.0,2.26,1.38,0.0
20230407:0110,0.0,0.0,1.63,1.38,0.0
20230407:0210,0.0,0.0,1.22,1.38,0.0
20230407:0310,0.0,0.0,1.0,1.38,0.0
20230407:0410,0.0,0.0,0.92,1.38,0.0
20230407:0510,42.67,9.46,0.72,1.31,0.0
20230407:0610,81.31,20.53,3.12,0.9,0.0
20230407:0710,105.46,31.24,6.19,0.21,0.0
20230407:0810,803.77,41.04,7.59,1.03,0.0
20230407:0910,973.77,49.05,8.49,1.59,0.0
20230407:1010,1075.62,53.9,9.36,2.0,0.0
20230407:1110,932.45,54.2,9.78,2.07,0.0
20230407:1210,346.47,49.84,9.5,2.07,0.0
20230407:1310,341.36,42.14,9.76,2.0,0.0
20230407:1410,234.27,32.5,9.61,2.0,0.0
20230407:1510,292.4,21.86,9.04,1.86,0.0
20230407:1610,48.3,10.82,8.31,1.45,0.0
20230407:1710,0.0,0.0,7.53,0.9,0.0
20230407:1810,0.0,0.0,7.26,0.41,0.0
20230407:1910,0.0,0.0,7.54,0.34,0.0
20230407:2010,0.0,0.0,7.19,0.34,0.0
20230407:2110,0.0,0.0,6.86,0.48,0.0
20230407:2210,0.0,0.0,6.57,0.69,0.0
20230407:2310,0.0,0.0,6.16,0.83,0.0
20230408:0010,0.0,0.0,5.69,0.83,0.0
20230408:0110,0.0,0.0,5.38,0.9,0.0
20230408:0210,0.0,0.0,5.18,0.97,0.0
20230408:0310,0.0,0.0,5.03,0.97,0.0
20230408:0410,0.0,0.0,4.98,0.97,0.0
20230408:0510,43.47,9.76,5.08,0.97,0.0
20230408:0610,79.7,20.84,5.4,0.62,0.0
20230408:0710,104.66,31.56,8.13,0.62,0.0
20230408:0810,807.69,41.38,9.33,0.62,0.0
20230408:0910,972.07,49.42,10.38,0.97,0.0
20230408:1010,1073.57,54.28,11.22,1.31,0.0
20230408:1110,1059.85,54.56,11.91,1.59,0.0
20230408:1210,1009.69,50.15,12.08,2.0,0.0
20230408:1310,839.8,42.39,11.78,2.07,0.0
20230408:1410,624.05,32.72,11.37,1.79,0.0
20230408:1510,365.8,22.07,10.97,1.38,0.0
20230408:1610,48.3,11.01,10.32,0.83,0.0
20230408:1710,0.0,0.0,9.52,0.41,0.0
20230408:1810,0.0,0.0,9.39,0.07,0.0
20230408:1910,0.0,0.0,9.67,0.55,0.0
20230408:2010,0.0,0.0,9.08,0.76,0.0
20230408:2110,0.0,0.0,8.43,1.03,0.0
20230408:2210,0.0,0.0,7.41,1.24,0.0
20230408:2310,0.0,0.0,5.88,1.31,0.0
20230409:0010,0.0,0.0,4.64,1.45,0.0
20230409:0110,0.0,0.0,3.7,1.52,0.0
20230409:0210,0.0,0.0,3.25,1.59,0.0
20230409:0310,0.0,0.0,3.09,1.66,0.0
20230409:0410,0.0,0.0,3.07,1.66,0.0
20230409:0510,19.32,10.07,3.25,1.66,0.0
20230409:0610,123.98,21.14,6.02,1.31,0.0
20230409:0710,191.6,31.88,8.7,1.38,0.0
20230409:0810,511.17,41.72,9.37,1.45,0.0
20230409:0910,194.05,49.79,10.34,1.59,0.0
20230409:1010,320.67,54.66,10.89,1.38,0.0
20230409:1110,287.01,54.92,11.54,0.9,0.0
20230409:1210,283.55,50.46,11.14,0.21,0.0
20230409:1310,264.07,42.65,10.64,0.48,0.0
20230409:1410,65.27,32.94,9.58,0.07,0.0
20230409:1510,44.98,22.27,9.25,0.34,0.0
20230409:1610,60.38,11.2,8.6,0.41,0.0
20230409:1710,0.0,0.0,8.13,0.07,0.0
20230409:1810,0.0,0.0,7.72,0.41,0.0
20230409:1910,0.0,0.0,7.78,0.83,0.0
20230409:2010,0.0,0.0,6.94,0.97,0.0
20230409:2110,0.0,0.0,6.23,1.1,0.0
20230409:2210,0.0,0.0,5.91,1.1,0.0
20230409:2310,0.0,0.0,5.41,1.24,0.0
20230410:0010,0.0,0.0,5.32,1.31,0.0
20230410:0110,0.0,0.0,4.57,1.31,0.0
20230410:0210,0.0,0.0,4.05,1.45,0.0
20230410:0310,0.0,0.0,4.11,1.52,0.0
20230410:0410,0.0,0.0,3.81,1.59,0.0
20230410:0510,58.77,10.37,4.1,1.52,0.0
20230410:0610,98.22,21.45,6.39,1.45,0.0
20230410:0710,161.82,32.19,8.08,1.93,0.0
20230410:0810,225.79,42.06,9.22,2.14,0.0
20230410:0910,298.7,50.15,10.06,2.34,0.0
20230410:1010,282.93,55.04,11.08,2.14,0.0
20230410:1110,224.04,55.27,11.25,2.07,0.0
20230410:1210,341.99,50.76,11.68,2.14,0.0
20230410:1310,627.49,42.9,11.84,2.28,0.0
20230410:1410,582.06,33.15,12.15,2.41,0.0
20230410:1510,256.58,22.46,12.22,2.21,0.0
20230410:1610,61.18,11.4,11.62,1.86,0.0
20230410:1710,0.0,0.0,10.55,2.0,0.0
20230410:1810,0.0,0.0,9.28,1.93,0.0
20230410:1910,0.0,0.0,7.92,2.07,0.0
20230410:2010,0.0,0.0,6.49,1.79,0.0
20230410:2110,0.0,0.0,5.7,1.59,0.0
20230410:2210,0.0,0.0,5.26,1.52,0.0
20230410:2310,0.0,0.0,4.78,1.52,0.0
20230411:0010,0.0,0.0,4.25,1.59,0.0
20230411:0110,0.0,0.0,3.88,1.59,0.0
20230411:0210,0.0,0.0,3.31,1.66,0.0
20230411:0310,0.0,0.0,2.82,1.66,0.0
20230411:0410,0.0,0.0,2.43,1.66,0.0
20230411:0510,48.3,10.66,2.69,1.59,0.0
20230411:0610,84.53,21.75,6.46,1.31,0.0
20230411:0710,110.29,32.5,9.66,0.9,0.0
20230411:0810,778.94,42.39,11.26,0.9,0.0
20230411:0910,811.21,50.51,12.63,1.1,0.0
20230411:1010,906.16,55.41,13.45,1.52,0.0
20230411:1110,721.57,55.63,13.64,1.66,0.0
20230411:1210,537.58,51.06,13.97,1.66,0.0
20230411:1310,666.1,43.15,14.03,2.0,0.0
20230411:1410,314.55,33.37,13.76,1.93,0.0
20230411:1510,322.5,22.66,13.34,2.07,0.0
20230411:1610,65.21,11.59,12.17,1.59,0.0
20230411:1710,0.0,0.0,11.11,1.1,0.0
20230411:1810,0.0,0.0,9.67,0.9,0.0
20230411:1910,0.0,0.0,9.24,1.03,0.0
20230411:2010,0.0,0.0,9.61,0.9,0.0
20230411:2110,0.0,0.0,9.63,0.69,0.0
20230411:2210,0.0,0.0,9.28,0.69,0.0
20230411:2310,0.0,0.0,8.91,0.9,0.0
20230412:0010,0.0,0.0,8.54,0.97,0.0
20230412:0110,0.0,0.0,8.04,0.97,0.0
20230412:0210,0.0,0.0,7.87,0.97,0.0
20230412:0310,0.0,0.0,7.74,0.97,0.0
20230412:0410,0.0,0.0,7.48,1.03,0.0
20230412:0510,55.55,10.96,7.18,0.97,0.0
20230412:0610,136.86,22.04,7.88,0.41,0.0
20230412:0710,206.9,32.81,10.01,0.83,0.0
20230412:0810,567.59,42.72,11.19,1.24,0.0
20230412:0910,771.77,50.86,12.14,1.45,0.0
20230412:1010,797.18,55.79,12.68,1.66,0.0
20230412:1110,462.29,55.98,13.23,2.28,0.0
20230412:1210,89.09,51.36,13.38,2.55,0.0
20230412:1310,57.33,43.4,12.8,2.28,0.0
20230412:1410,449.25,33.58,12.74,1.93,0.0
20230412:1510,249.28,22.86,12.41,1.66,0.0
20230412:1610,58.77,11.78,11.59,1.31,0.0
20230412:1710,0.0,0.0,10.75,0.9,0.0
20230412:1810,0.0,0.0,9.77,0.62,0.0
20230412:1910,0.0,0.0,10.1,0.48,0.0
20230412:2010,0.0,0.0,9.89,0.62,0.0
20230412:2110,0.0,0.0,9.72,0.55,0.0
20230412:2210,0.0,0.0,9.48,0.62,0.0
20230412:2310,0.0,0.0,9.1,0.76,0.0
20230413:0010,0.0,0.0,8.79,0.76,0.0
20230413:0110,0.0,0.0,8.53,0.9,0.0
20230413:0210,0.0,0.0,8.25,0.9,0.0
20230413:0310,0.0,0.0,6.51,1.1,0.0
20230413:0410,0.0,0.0,4.74,1.31,0.0
20230413:0510,51.52,11.25,4.82,1.24,0.0
20230413:0610,90.97,22.34,8.57,0.83,0.0
20230413:0710,189.99,33.12,11.45,0.62,0.0
20230413:0810,722.7,43.05,13.09,1.03,0.0
20230413:0910,605.24,51.22,14.37,1.52,0.0
20230413:1010,224.04,56.16,15.45,2.28,0.0
20230413:1110,118.19,56.32,15.78,2.62,0.0
20230413:1210,285.01,51.66,16.18,2.69,0.0
20230413:1310,303.39,43.64,16.08,2.41,0.0
20230413:1410,599.76,33.79,16.38,2.21,0.0
20230413:1510,318.9,23.05,16.1,1.45,0.0
20230413:1610,53.13,11.97,15.55,0.9,0.0
20230413:1710,0.0,0.0,14.46,0.55,0.0
20230413:1810,0.0,0.0,14.2,0.28,0.0
20230413:1910,0.0,0.0,14.05,0.55,0.0
20230413:2010,0.0,0.0,13.63,0.69,0.0
20230413:2110,0.0,0.0,13.26,0.69,0.0
20230413:2210,0.0,0.0,12.98,0.69,0.0
20230413:2310,0.0,0.0,12.84,0.48,0.0
20230414:0010,0.0,0.0,12.59,0.48,0.0
20230414:0110,0.0,0.0,12.12,0.48,0.0
20230414:0210,0.0,0.0,11.61,0.69,0.0
20230414:0310,0.0,0.0,11.04,0.76,0.0
20230414:0410,0.0,0.0,8.58,1.52,0.0
20230414:0510,11.27,11.54,8.82,2.41,0.0
20230414:0610,25.76,22.63,8.21,2.55,0.0
20230414:0710,61.99,33.42,8.05,1.52,0.0
20230414:0810,152.59,43.37,8.5,1.72,0.0
20230414:0910,359.42,51.57,9.52,2.41,0.0
20230414:1010,358.56,56.52,9.97,2.48,0.0
20230414:1110,67.92,56.67,10.94,2.76,0.0
20230414:1210,78.5,51.95,11.81,2.97,0.0
20230414:1310,59.1,43.89,11.06,2.97,0.0
20230414:1410,179.16,34.0,11.08,2.69,0.0
20230414:1510,139.8,23.24,10.79,2.34,0.0
20230414:1610,23.35,12.16,9.8,2.0,0.0
20230414:1710,0.0,0.0,9.19,1.17,0.0
20230414:1810,0.0,0.0,8.36,0.97,0.0
20230414:1910,0.0,0.0,7.4,1.03,0.0
20230414:2010,0.0,0.0,7.05,1.1,0.0
20230414:2110,0.0,0.0,6.8,1.24,0.0
20230414:2210,0.0,0.0,6.83,1.24,0.0
20230414:2310,0.0,0.0,6.82,1.31,0.0
20230415:0010,0.0,0.0,6.6,1.38,0.0
20230415:0110,0.0,0.0,6.68,1.1,0.0
20230415:0210,0.0,0.0,6.74,1.1,0.0
20230415:0310,0.0,0.0,6.66,1.31,0.0
20230415:0410,0.0,0.0,6.35,1.03,0.0
20230415:0510,28.18,11.82,6.69,0.9,0.0
20230415:0610,73.26,22.91,7.78,1.17,0.0
20230415:0710,67.63,33.72,8.64,1.79,0.0
20230415:0810,116.43,43.69,9.55,1.72,0.0
20230415:0910,111.14,51.92,10.3,1.59,0.0
20230415:1010,288.9,56.89,11.82,1.79,0.0
20230415:1110,194.93,57.01,12.13,1.86,0.0
20230415:1210,777.5,52.24,12.31,1.72,0.0
20230415:1310,255.89,44.13,12.7,1.79,0.0
20230415:1410,351.11,34.21,12.63,1.66,0.0
20230415:1510,343.39,23.44,12.13,1.31,0.0
20230415:1610,59.57,12.35,11.65,0.83,0.0
20230415:1710,0.0,0.0,11.08,0.62,0.0
20230415:1810,0.0,0.0,9.87,0.83,0.0
20230415:1910,0.0,0.0,10.68,0.62,0.0
20230415:2010,0.0,0.0,10.27,0.83,0.0
20230415:2110,0.0,0.0,9.96,0.97,0.0
20230415:2210,0.0,0.0,9.65,1.03,0.0
20230415:2310,0.0,0.0,8.34,1.17,0.0
20230416:0010,0.0,0.0,7.16,1.24,0.0
20230416:0110,0.0,0.0,6.33,1.31,0.0
20230416:0210,0.0,0.0,5.96,1.31,0.0
20230416:0310,0.0,0.0,5.79,1.31,0.0
20230416:0410,0.0,0.0,6.02,1.24,0.0
20230416:0510,11.27,12.1,6.46,1.24,0.0
20230416:0610,57.96,23.2,9.92,1.03,0.0
20230416:0710,215.76,34.01,11.93,1.24,0.0
20230416:0810,231.74,44.01,13.39,1.1,0.0
20230416:0910,222.27,52.26,14.18,1.1,0.0
20230416:1010,447.87,57.25,14.46,1.03,0.0
20230416:1110,395.39,57.35,13.3,1.03,0.0
20230416:1210,169.35,52.53,13.02,0.83,0.0
20230416:1310,233.51,44.37,12.47,0.55,0.0
20230416:1410,167.3,34.42,12.68,1.03,0.0
20230416:1510,74.97,23.63,12.79,1.24,0.0
20230416:1610,66.74,12.53,12.71,0.97,0.0
20230416:1710,0.0,0.0,12.03,0.34,0.0
20230416:1810,0.0,0.0,11.26,0.55,0.0
20230416:1910,0.0,0.0,11.11,0.41,0.0
20230416:2010,0.0,0.0,10.64,0.34,0.0
20230416:2110,0.0,0.0,10.33,0.34,0.0
20230416:2210,0.0,0.0,10.14,0.48,0.0
20230416:2310,0.0,0.0,10.02,0.55,0.0
20230417:0010,0.0,0.0,9.41,0.69,0.0
20230417:0110,0.0,0.0,9.27,0.76,0.0
20230417:0210,0.0,0.0,9.0,0.83,0.0
20230417:0310,0.0,0.0,8.7,0.97,0.0
20230417:0410,0.0,0.0,8.5,1.03,0.0
20230417:0510,53.13,12.38,8.5,0.97,0.0
20230417:0610,56.35,23.48,9.37,0.9,0.0
20230417:0710,125.59,34.3,11.56,1.45,0.0
20230417:0810,411.94,44.32,11.91,1.38,0.0
20230417:0910,442.08,52.6,12.95,1.38,0.0
20230417:1010,500.82,57.61,14.15,1.1,0.0
20230417:1110,811.11,57.69,14.97,0.55,0.0
20230417:1210,775.4,52.81,14.7,0.0,0.0
20230417:1310,277.15,44.6,13.72,0.76,0.0
20230417:1410,275.85,34.62,12.19,0.76,0.0
20230417:1510,333.89,23.82,12.14,0.14,0.0
20230417:1610,73.66,12.72,12.21,0.55,0.0
20230417:1710,0.81,1.72,11.89,0.34,0.0
20230417:1810,0.0,0.0,11.67,0.48,0.0
20230417:1910,0.0,0.0,11.92,0.76,0.0
20230417:2010,0.0,0.0,11.14,0.76,0.0
20230417:2110,0.0,0.0,10.53,0.69,0.0
20230417:2210,0.0,0.0,10.21,0.55,0.0
20230417:2310,0.0,0.0,9.67,0.62,0.0
20230418:0010,0.0,0.0,8.69,0.69,0.0
20230418:0110,0.0,0.0,8.92,0.83,0.0
20230418:0210,0.0,0.0,9.09,0.76,0.0
20230418:0310,0.0,0.0,9.08,0.69,0.0
20230418:0410,0.81,1.67,9.18,0.69,0.0
20230418:0510,41.06,12.66,9.13,0.69,0.0
20230418:0610,127.2,23.76,10.0,0.48,0.0
20230418:0710,496.3,34.59,11.9,0.76,0.0
20230418:0810,590.98,44.63,13.18,0.21,0.0
20230418:0910,439.27,52.94,14.23,0.69,0.0
20230418:1010,451.76,57.96,14.1,1.1,0.0
20230418:1110,577.55,58.02,13.12,1.24,0.0
20230418:1210,565.4,53.09,13.58,1.17,0.0
20230418:1310,394.06,44.84,12.7,0.62,0.0
20230418:1410,488.45,34.83,13.3,1.24,0.0
20230418:1510,110.37,24.0,12.77,1.1,0.0
20230418:1610,27.34,12.91,12.6,1.03,0.0
20230418:1710,0.81,1.91,12.0,0.62,0.0
20230418:1810,0.0,0.0,11.8,0.48,0.0
20230418:1910,0.0,0.0,12.25,0.48,0.0
20230418:2010,0.0,0.0,11.88,0.28,0.0
20230418:2110,0.0,0.0,11.37,0.28,0.0
20230418:2210,0.0,0.0,10.84,0.48,0.0
20230418:2310,0.0,0.0,10.48,0.69,0.0
20230419:0010,0.0,0.0,9.22,0.69,0.0
20230419:0110,0.0,0.0,10.08,0.62,0.0
20230419:0210,0.0,0.0,9.88,0.69,0.0
20230419:0310,0.0,0.0,9.44,0.69,0.0
20230419:0410,1.61,1.94,9.21,0.76,0.0
20230419:0510,57.96,12.93,9.1,0.76,0.0
20230419:0610,148.13,24.03,9.83,0.48,0.0
20230419:0710,550.34,34.87,11.52,0.28,0.0
20230419:0810,463.41,44.93,12.37,0.83,0.0
20230419:0910,271.01,53.27,13.15,1.24,0.0
20230419:1010,409.2,58.32,13.91,1.66,0.0
20230419:1110,399.38,58.36,13.31,1.79,0.0
20230419:1210,69.68,53.37,13.34,1.86,0.0
20230419:1310,219.44,45.07,13.3,1.72,0.0
20230419:1410,300.93,35.03,12.39,1.52,0.0
20230419:1510,197.7,24.19,12.21,1.1,0.0
20230419:1610,114.42,13.09,11.88,0.55,0.0
20230419:1710,2.42,2.1,11.5,0.76,0.0
