Latitude (decimal degrees):	42.164
Longitude (decimal degrees):	19.648
Elevation (m):	447
Radiation database:	PVGIS-SARAH3


Slope: 0 deg. 
Azimuth: 0 deg. 
time,G(i),H_sun,T2m,WS10m,Int
20230413:0210,0.0,0.0,8.25,0.9,0.0
20230413:0310,0.0,0.0,6.51,1.1,0.0
20230413:0410,0.0,0.0,4.74,1.31,0.0
20230413:0510,64.0,11.25,4.82,1.24,0.0
20230413:0610,113.0,22.34,8.57,0.83,0.0
20230413:0710,236.0,33.12,11.45,0.62,0.0
20230413:0810,638.01,43.05,13.09,1.03,0.0
20230413:0910,578.0,51.22,14.37,1.52,0.0
20230413:1010,254.0,56.16,15.45,2.28,0.0
20230413:1110,134.0,56.32,15.78,2.62,0.0
20230413:1210,319.0,51.66,16.18,2.69,0.0
20230413:1310,332.0,43.64,16.08,2.41,0.0
20230413:1410,544.0,33.79,16.38,2.21,0.0
20230413:1510,322.0,23.05,16.1,1.45,0.0
20230413:1610,66.0,11.97,15.55,0.9,0.0
20230413:1710,0.0,0.0,14.46,0.55,0.0
20230413:1810,0.0,0.0,14.2,0.28,0.0
20230413:1910,0.0,0.0,14.05,0.55,0.0
20230413:2010,0.0,0.0,13.63,0.69,0.0
20230413:2110,0.0,0.0,13.26,0.69,0.0
20230413:2210,0.0,0.0,12.98,0.69,0.0
20230413:2310,0.0,0.0,12.84,0.48,0.0
20230414:0010,0.0,0.0,12.59,0.48,0.0
20230414:0110,0.0,0.0,12.12,0.48,0.0
20230414:0210,0.0,0.0,11.61,0.69,0.0
20230414:0310,0.0,0.0,11.04,0.76,0.0
20230414:0410,0.0,0.0,8.58,1.52,0.0
20230414:0510,14.0,11.54,8.82,2.41,0.0
20230414:0610,32.0,22.63,8.21,2.55,0.0
20230414:0710,77.0,33.42,8.05,1.52,0.0
20230414:0810,173.0,43.37,8.5,1.72,0.0
20230414:0910,391.0,51.57,9.52,2.41,0.0
20230414:1010,394.0,56.52,9.97,2.48,0.0
20230414:1110,77.0,56.67,10.94,2.76,0.0
20230414:1210,89.0,51.95,11.81,2.97,0.0
20230414:1310,67.0,43.89,11.06,2.97,0.0
20230414:1410,202.0,34.0,11.08,2.69,0.0
20230414:1510,157.0,23.24,10.79,2.34,0.0
20230414:1610,29.0,12.16,9.8,2.0,0.0
20230414:1710,0.0,0.0,9.19,1.17,0.0
20230414:1810,0.0,0.0,8.36,0.97,0.0
20230414:1910,0.0,0.0,7.4,1.03,0.0
20230414:2010,0.0,0.0,7.05,1.1,0.0
20230414:2110,0.0,0.0,6.8,1.24,0.0
20230414:2210,0.0,0.0,6.83,1.24,0.0
20230414:2310,0.0,0.0,6.82,1.31,0.0
20230415:0010,0.0,0.0,6.6,1.38,0.0
20230415:0110,0.0,0.0,6.68,1.1,0.0
20230415:0210,0.0,0.0,6.74,1.1,0.0
20230415:0310,0.0,0.0,6.66,1.31,0.0
20230415:0410,0.0,0.0,6.35,1.03,0.0
20230415:0510,35.0,11.82,6.69,0.9,0.0
20230415:0610,91.0,22.91,7.78,1.17,0.0
20230415:0710,84.0,33.72,8.64,1.79,0.0
20230415:0810,132.0,43.69,9.55,1.72,0.0
20230415:0910,126.0,51.92,10.3,1.59,0.0
20230415:1010,325.0,56.89,11.82,1.79,0.0
20230415:1110,221.0,57.01,12.13,1.86,0.0
20230415:1210,697.01,52.24,12.31,1.72,0.0
20230415:1310,286.0,44.13,12.7,1.79,0.0
20230415:1410,362.0,34.21,12.63,1.66,0.0
20230415:1510,351.0,23.44,12.13,1.31,0.0
20230415:1610,74.0,12.35,11.65,0.83,0.0
20230415:1710,0.0,0.0,11.08,0.62,0.0
20230415:1810,0.0,0.0,9.87,0.83,0.0
20230415:1910,0.0,0.0,10.68,0.62,0.0
20230415:2010,0.0,0.0,10.27,0.83,0.0
20230415:2110,0.0,0.0,9.96,0.97,0.0
20230415:2210,0.0,0.0,9.65,1.03,0.0
20230415:2310,0.0,0.0,8.34,1.17,0.0
20230416:0010,0.0,0.0,7.16,1.24,0.0
20230416:0110,0.0,0.0,6.33,1.31,0.0
20230416:0210,0.0,0.0,5.96,1.31,0.0
20230416:0310,0.0,0.0,5.79,1.31,0.0
20230416:0410,0.0,0.0,6.02,1.24,0.0
20230416:0510,14.0,12.1,6.46,1.24,0.0
20230416:0610,72.0,23.2,9.92,1.03,0.0
20230416:0710,268.0,34.01,11.93,1.24,0.0
20230416:0810,261.0,44.01,13.39,1.1,0.0
20230416:0910,252.0,52.26,14.18,1.1,0.0
20230416:1010,474.0,57.25,14.46,1.03,0.0
20230416:1110,429.0,57.35,13.3,1.03,0.0
20230416:1210,192.0,52.53,13.02,0.83,0.0
20230416:1310,263.0,44.37,12.47,0.55,0.0
20230416:1410,189.0,34.42,12.68,1.03,0.0
20230416:1510,85.0,23.63,12.79,1.24,0.0
20230416:1610,77.0,12.53,12.71,0.97,0.0
20230416:1710,0.0,0.0,12.03,0.34,0.0
20230416:1810,0.0,0.0,11.26,0.55,0.0
20230416:1910,0.0,0.0,11.11,0.41,0.0
20230416:2010,0.0,0.0,10.64,0.34,0.0
20230416:2110,0.0,0.0,10.33,0.34,0.0
20230416:2210,0.0,0.0,10.14,0.48,0.0
20230416:2310,0.0,0.0,10.02,0.55,0.0
20230417:0010,0.0,0.0,9.41,0.69,0.0
20230417:0110,0.0,0.0,9.27,0.76,0.0
20230417:0210,0.0,0.0,9.0,0.83,0.0
20230417:0310,0.0,0.0,8.7,0.97,0.0
20230417:0410,0.0,0.0,8.5,1.03,0.0
20230417:0510,66.0,12.38,8.5,0.97,0.0
20230417:0610,70.0,23.48,9.37,0.9,0.0
20230417:0710,156.0,34.3,11.56,1.45,0.0
20230417:0810,428.0,44.32,11.91,1.38,0.0
20230417:0910,464.0,52.6,12.95,1.38,0.0
20230417:1010,518.0,57.61,14.15,1.1,0.0
20230417:1110,732.01,57.69,14.97,0.55,0.0
20230417:1210,700.01,52.81,14.7,0.0,0.0
20230417:1310,308.0,44.6,13.72,0.76,0.0
20230417:1410,299.0,34.62,12.19,0.76,0.0
20230417:1510,348.0,23.82,12.14,0.14,0.0
20230417:1610,86.0,12.72,12.21,0.55,0.0
20230417:1710,1.0,1.72,11.89,0.34,0.0
20230417:1810,0.0,0.0,11.67,0.48,0.0
20230417:1910,0.0,0.0,11.92,0.76,0.0
20230417:2010,0.0,0.0,11.14,0.76,0.0
20230417:2110,0.0,0.0,10.53,0.69,0.0
20230417:2210,0.0,0.0,10.21,0.55,0.0
20230417:2310,0.0,0.0,9.67,0.62,0.0
20230418:0010,0.0,0.0,8.69,0.69,0.0
20230418:0110,0.0,0.0,8.92,0.83,0.0
20230418:0210,0.0,0.0,9.09,0.76,0.0
20230418:0310,0.0,0.0,9.08,0.69,0.0
20230418:0410,1.0,1.67,9.18,0.69,0.0
20230418:0510,51.0,12.66,9.13,0.69,0.0
20230418:0610,158.0,23.76,10.0,0.48,0.0
20230418:0710,479.0,34.59,11.9,0.76,0.0
20230418:0810,562.0,44.63,13.18,0.21,0.0
20230418:0910,463.0,52.94,14.23,0.69,0.0
20230418:1010,479.0,57.96,14.1,1.1,0.0
20230418:1110,577.0,58.02,13.12,1.24,0.0
20230418:1210,560.0,53.09,13.58,1.17,0.0
20230418:1310,415.0,44.84,12.7,0.62,0.0
20230418:1410,473.0,34.83,13.3,1.24,0.0
20230418:1510,125.0,24.0,12.77,1.1,0.0
20230418:1610,31.0,12.91,12.6,1.03,0.0
20230418:1710,1.0,1.91,12.0,0.62,0.0
20230418:1810,0.0,0.0,11.8,0.48,0.0
20230418:1910,0.0,0.0,12.25,0.48,0.0
20230418:2010,0.0,0.0,11.88,0.28,0.0
20230418:2110,0.0,0.0,11.37,0.28,0.0
20230418:2210,0.0,0.0,10.84,0.48,0.0
20230418:2310,0.0,0.0,10.48,0.69,0.0
20230419:0010,0.0,0.0,9.22,0.69,0.0
20230419:0110,0.0,0.0,10.08,0.62,0.0
20230419:0210,0.0,0.0,9.88,0.69,0.0
20230419:0310,0.0,0.0,9.44,0.69,0.0
20230419:0410,2.0,1.94,9.21,0.76,0.0
20230419:0510,72.0,12.93,9.1,0.76,0.0
20230419:0610,184.0,24.03,9.83,0.48,0.0
20230419:0710,525.0,34.87,11.52,0.28,0.0
20230419:0810,471.0,44.93,12.37,0.83,0.0
20230419:0910,305.0,53.27,13.15,1.24,0.0
20230419:1010,443.0,58.32,13.91,1.66,0.0
20230419:1110,434.0,58.36,13.31,1.79,0.0
20230419:1210,79.0,53.37,13.34,1.86,0.0
20230419:1310,248.0,45.07,13.3,1.72,0.0
20230419:1410,323.0,35.03,12.39,1.52,0.0
20230419:1510,219.0,24.19,12.21,1.1,0.0
20230419:1610,163.0,13.09,11.88,0.55,0.0
20230419:1710,3.0,2.1,11.5,0.76,0.0
20230419:1810,0.0,0.0,10.5,0.76,0.0
20230419:1910,0.0,0.0,11.27,0.55,0.0
20230419:2010,0.0,0.0,10.67,0.07,0.0
20230419:2110,0.0,0.0,9.85,0.41,0.0
20230419:2210,0.0,0.0,9.16,0.76,0.0
20230419:2310,0.0,0.0,6.7,1.1,0.0
20230420:0010,0.0,0.0,5.07,1.24,0.0
20230420:0110,0.0,0.0,4.51,1.31,0.0
20230420:0210,0.0,0.0,4.25,1.38,0.0
20230420:0310,0.0,0.0,3.73,1.45,0.0
20230420:0410,2.0,2.22,4.13,1.38,0.0
20230420:0510,95.0,13.2,5.47,1.24,0.0
20230420:0610,164.0,24.3,9.67,0.9,0.0
20230420:0710,535.0,35.15,11.82,0.0,0.0
20230420:0810,647.0,45.23,12.82,0.21,0.0
20230420:0910,649.0,53.6,13.72,0.55,0.0
20230420:1010,555.0,58.66,14.56,0.69,0.0
20230420:1110,307.0,58.68,15.46,1.17,0.0
20230420:1210,299.0,53.65,15.1,1.31,0.0
20230420:1310,416.0,45.3,15.07,1.24,0.0
20230420:1410,427.0,35.23,14.79,1.17,0.0
20230420:1510,244.0,24.38,13.99,1.03,0.0
20230420:1610,69.0,13.28,13.04,0.9,0.0
20230420:1710,1.0,2.3,12.51,0.76,0.0
20230420:1810,0.0,0.0,11.95,0.34,0.0
20230420:1910,0.0,0.0,12.61,0.28,0.0
20230420:2010,0.0,0.0,12.06,0.69,0.0
20230420:2110,0.0,0.0,11.52,0.97,0.0
20230420:2210,0.0,0.0,10.36,1.17,0.0
20230420:2310,0.0,0.0,9.3,1.24,0.0
20230421:0010,0.0,0.0,8.36,1.24,0.0
20230421:0110,0.0,0.0,7.68,1.31,0.0
20230421:0210,0.0,0.0,6.77,1.38,0.0
20230421:0310,0.0,0.0,5.66,1.45,0.0
20230421:0410,5.0,2.49,4.84,1.52,0.0
20230421:0510,74.0,13.46,5.51,1.38,0.0
20230421:0610,113.0,24.56,10.95,0.9,0.0
20230421:0710,571.0,35.43,13.66,0.62,0.0
20230421:0810,724.01,45.53,15.09,0.28,0.0
20230421:0910,831.01,53.93,16.05,0.41,0.0
20230421:1010,818.01,59.01,16.71,0.34,0.0
20230421:1110,741.0,59.01,17.22,0.48,0.0
20230421:1210,460.0,53.92,17.24,0.97,0.0
20230421:1310,550.0,45.52,17.14,1.31,0.0
20230421:1410,256.0,35.43,17.01,1.52,0.0
20230421:1510,364.0,24.56,16.52,1.38,0.0
20230421:1610,160.0,13.46,15.88,0.97,0.0
20230421:1710,7.0,2.49,14.92,0.69,0.0
20230421:1810,0.0,0.0,14.61,0.34,0.0
20230421:1910,0.0,0.0,14.82,0.76,0.0
20230421:2010,0.0,0.0,14.02,0.97,0.0
20230421:2110,0.0,0.0,12.24,1.24,0.0
20230421:2210,0.0,0.0,10.29,1.45,0.0
20230421:2310,0.0,0.0,9.11,1.59,0.0
20230422:0010,0.0,0.0,8.45,1.66,0.0
20230422:0110,0.0,0.0,7.65,1.72,0.0
20230422:0210,0.0,0.0,7.17,1.72,0.0
20230422:0310,0.0,0.0,6.55,1.79,0.0
20230422:0410,2.0,2.76,5.86,1.86,0.0
20230422:0510,87.0,13.72,6.81,1.79,0.0
20230422:0610,131.0,24.82,11.49,1.31,0.0
20230422:0710,560.0,35.7,14.01,1.17,0.0
20230422:0810,589.0,45.82,15.48,0.76,0.0
20230422:0910,464.0,54.25,16.6,0.21,0.0
20230422:1010,450.0,59.35,17.28,0.34,0.0
20230422:1110,702.0,59.33,17.79,0.76,0.0
20230422:1210,870.01,54.19,17.68,1.1,0.0
20230422:1310,229.0,45.75,17.17,1.38,0.0
20230422:1410,585.0,35.62,15.62,1.17,0.0
20230422:1510,157.0,24.74,15.4,0.69,0.0
20230422:1610,16.0,13.64,15.56,0.21,0.0
20230422:1710,10.0,2.68,15.23,0.21,0.0
20230422:1810,0.0,0.0,14.48,0.55,0.0
20230422:1910,0.0,0.0,14.22,0.97,0.0
20230422:2010,0.0,0.0,13.57,1.03,0.0
20230422:2110,0.0,0.0,12.2,1.24,0.0
20230422:2210,0.0,0.0,10.85,1.38,0.0
20230422:2310,0.0,0.0,9.8,1.45,0.0
20230423:0010,0.0,0.0,8.81,1.52,0.0
20230423:0110,0.0,0.0,8.06,1.52,0.0
20230423:0210,0.0,0.0,7.69,1.52,0.0
20230423:0310,0.0,0.0,7.36,1.52,0.0
20230423:0410,3.0,3.02,6.95,1.59,0.0
20230423:0510,87.0,13.98,7.45,1.38,0.0
20230423:0610,161.0,25.08,12.21,0.83,0.0
20230423:0710,572.0,35.97,14.97,0.21,0.0
20230423:0810,727.01,46.1,16.07,0.97,0.0
20230423:0910,813.01,54.56,16.86,1.52,0.0
20230423:1010,870.01,59.69,17.09,1.72,0.0
20230423:1110,899.01,59.65,17.26,1.86,0.0
20230423:1210,853.01,54.46,17.45,2.07,0.0
20230423:1310,748.01,45.97,17.17,2.14,0.0
20230423:1410,556.0,35.82,16.65,2.07,0.0
20230423:1510,391.0,24.93,16.03,1.59,0.0
20230423:1610,174.0,13.82,15.38,1.17,0.0
20230423:1710,5.0,2.87,14.62,0.97,0.0
20230423:1810,0.0,0.0,13.69,0.69,0.0
20230423:1910,0.0,0.0,14.02,0.69,0.0
20230423:2010,0.0,0.0,13.61,0.69,0.0
20230423:2110,0.0,0.0,13.23,0.69,0.0
20230423:2210,0.0,0.0,12.97,0.69,0.0
20230423:2310,0.0,0.0,12.76,0.69,0.0
20230424:0010,0.0,0.0,12.64,0.76,0.0
20230424:0110,0.0,0.0,12.36,0.76,0.0
20230424:0210,0.0,0.0,12.1,0.9,0.0
20230424:0310,0.0,0.0,11.75,0.97,0.0
20230424:0410,9.0,3.28,11.5,1.03,0.0
20230424:0510,56.0,14.23,11.55,0.9,0.0
20230424:0610,166.0,25.33,12.08,0.34,0.0
20230424:0710,329.0,36.23,13.71,0.62,0.0
20230424:0810,140.0,46.39,14.3,0.76,0.0
20230424:0910,146.0,54.87,14.79,1.03,0.0
20230424:1010,168.0,60.02,15.27,1.38,0.0
20230424:1110,255.0,59.96,15.91,2.0,0.0
20230424:1210,138.0,54.73,16.36,2.9,0.0
20230424:1310,213.0,46.19,15.27,3.59,0.0
20230424:1410,115.0,36.01,13.43,2.97,0.0
20230424:1510,142.0,25.11,13.37,2.76,0.0
20230424:1610,16.0,14.0,12.25,2.41,0.0
20230424:1710,4.0,3.06,11.86,2.28,0.0
20230424:1810,0.0,0.0,11.57,2.0,0.0
20230424:1910,0.0,0.0,11.43,3.17,0.0
20230424:2010,0.0,0.0,11.14,3.03,0.0
20230424:2110,0.0,0.0,11.02,2.69,0.0
20230424:2210,0.0,0.0,10.94,2.21,0.0
20230424:2310,0.0,0.0,10.7,1.52,0.0
20230425:0010,0.0,0.0,10.5,0.83,0.0
20230425:0110,0.0,0.0,10.18,0.97,0.0
20230425:0210,0.0,0.0,10.01,1.03,0.0
20230425:0310,0.0,0.0,9.81,0.83,0.0
20230425:0410,2.0,3.53,9.87,1.03,0.0
20230425:0510,33.0,14.48,10.3,0.97,0.0
20230425:0610,182.0,25.58,11.02,1.38,0.0
20230425:0710,281.0,36.49,11.74,1.72,0.0
20230425:0810,312.0,46.66,12.19,2.0,0.0
20230425:0910,414.0,55.18,13.15,2.0,0.0
20230425:1010,166.0,60.35,13.6,1.93,0.0
20230425:1110,180.0,60.28,13.48,2.0,0.0
20230425:1210,243.0,54.99,14.49,2.28,0.0
20230425:1310,106.0,46.41,14.06,2.28,0.0
20230425:1410,63.0,36.2,13.42,2.07,0.0
20230425:1510,49.0,25.28,13.24,1.66,0.0
20230425:1610,86.0,14.18,12.12,0.76,0.0
20230425:1710,12.0,3.24,11.45,0.55,0.0
20230425:1810,0.0,0.0,10.89,0.76,0.0
20230425:1910,0.0,0.0,12.06,0.41,0.0
20230425:2010,0.0,0.0,11.63,0.34,0.0
20230425:2110,0.0,0.0,9.99,0.76,0.0
20230425:2210,0.0,0.0,9.65,0.69,0.0
20230425:2310,0.0,0.0,8.79,0.97,0.0
20230426:0010,0.0,0.0,9.22,1.03,0.0
20230426:0110,0.0,0.0,9.32,0.76,0.0
20230426:0210,0.0,0.0,9.24,0.83,0.0
20230426:0310,0.0,0.0,9.73,0.48,0.0
20230426:0410,5.0,3.78,9.33,0.69,0.0
20230426:0510,83.0,14.72,9.46,0.62,0.0
20230426:0610,194.0,25.83,10.05,0.55,0.0
20230426:0710,279.0,36.74,10.39,1.45,0.0
20230426:0810,701.0,46.94,10.14,1.59,0.0
20230426:0910,803.01,55.49,10.52,1.72,0.0
20230426:1010,732.0,60.68,11.27,1.79,0.0
20230426:1110,557.0,60.59,12.84,1.79,0.0
20230426:1210,373.0,55.25,14.14,1.52,0.0
20230426:1310,403.0,46.62,14.85,1.52,0.0
20230426:1410,228.0,36.39,15.02,1.59,0.0
20230426:1510,316.0,25.46,14.53,1.38,0.0
20230426:1610,152.0,14.36,13.9,0.83,0.0
20230426:1710,11.0,3.43,13.09,0.62,0.0
20230426:1810,0.0,0.0,11.56,0.97,0.0
20230426:1910,0.0,0.0,10.14,1.17,0.0
20230426:2010,0.0,0.0,10.11,1.24,0.0
20230426:2110,0.0,0.0,10.31,1.17,0.0
20230426:2210,0.0,0.0,9.89,1.24,0.0
20230426:2310,0.0,0.0,9.42,1.24,0.0
20230427:0010,0.0,0.0,9.14,1.24,0.0
20230427:0110,0.0,0.0,8.6,1.24,0.0
20230427:0210,0.0,0.0,7.05,1.38,0.0
20230427:0310,0.0,0.0,5.86,1.45,0.0
20230427:0410,21.0,4.03,4.96,1.52,0.0
20230427:0510,74.0,14.96,4.74,1.45,0.0
20230427:0610,112.0,26.06,8.89,1.31,0.0
20230427:0710,614.0,36.99,10.29,1.66,0.0
20230427:0810,766.01,47.21,11.5,1.79,0.0
20230427:0910,886.01,55.78,12.8,1.86,0.0
20230427:1010,942.01,61.0,14.07,2.0,0.0
20230427:1110,935.01,60.89,15.44,2.07,0.0
20230427:1210,835.01,55.5,15.98,2.07,0.0
20230427:1310,735.01,46.84,16.23,2.0,0.0
20230427:1410,381.0,36.58,16.03,2.14,0.0
20230427:1510,306.0,25.64,15.46,1.93,0.0
20230427:1610,174.0,14.54,14.82,1.38,0.0
20230427:1710,17.0,3.62,13.63,0.76,0.0
20230427:1810,0.0,0.0,13.5,0.76,0.0
20230427:1910,0.0,0.0,12.99,0.69,0.0
20230427:2010,0.0,0.0,12.49,1.03,0.0
20230427:2110,0.0,0.0,11.84,1.24,0.0
20230427:2210,0.0,0.0,10.27,1.38,0.0
20230427:2310,0.0,0.0,9.35,1.45,0.0
20230428:0010,0.0,0.0,8.63,1.52,0.0
20230428:0110,0.0,0.0,7.99,1.52,0.0
20230428:0210,0.0,0.0,7.07,1.52,0.0
20230428:0310,0.0,0.0,5.85,1.66,0.0
20230428:0410,23.0,4.27,5.04,1.66,0.0
20230428:0510,76.0,15.2,4.95,1.59,0.0
20230428:0610,116.0,26.3,9.45,1.38,0.0
20230428:0710,606.0,37.23,11.23,1.59,0.0
20230428:0810,750.01,47.47,12.57,1.79,0.0
20230428:0910,873.01,56.08,13.83,1.24,0.0
20230428:1010,932.01,61.32,14.93,0.34,0.0
20230428:1110,940.01,61.19,15.8,0.28,0.0
20230428:1210,882.01,55.75,16.47,0.69,0.0
20230428:1310,704.0,47.05,16.85,1.17,0.0
20230428:1410,424.0,36.76,16.59,1.59,0.0
20230428:1510,213.0,25.81,15.82,1.59,0.0
20230428:1610,109.0,14.71,14.72,1.17,0.0
20230428:1710,15.0,3.8,13.73,0.9,0.0
20230428:1810,0.0,0.0,13.34,0.55,0.0
20230428:1910,0.0,0.0,13.07,0.21,0.0
20230428:2010,0.0,0.0,12.8,0.55,0.0
20230428:2110,0.0,0.0,12.46,0.76,0.0
20230428:2210,0.0,0.0,12.15,0.9,0.0
20230428:2310,0.0,0.0,12.0,0.76,0.0
20230429:0010,0.0,0.0,11.89,0.28,0.0
20230429:0110,0.0,0.0,11.83,0.14,0.0
20230429:0210,0.0,0.0,11.8,0.28,0.0
20230429:0310,0.0,0.0,11.58,0.34,0.0
20230429:0410,21.0,4.51,11.37,0.62,0.0
20230429:0510,51.0,15.43,11.38,0.76,0.0
20230429:0610,191.0,26.53,12.66,0.48,0.0
20230429:0710,584.0,37.47,13.92,0.69,0.0
20230429:0810,482.0,47.73,14.65,1.1,0.0
20230429:0910,786.01,56.37,15.53,1.45,0.0
20230429:1010,168.0,61.63,16.09,1.72,0.0
20230429:1110,342.0,61.49,16.39,1.86,0.0
20230429:1210,302.0,56.0,15.78,1.79,0.0
20230429:1310,431.0,47.25,14.98,1.38,0.0
20230429:1410,79.0,36.94,14.36,1.45,0.0
20230429:1510,59.0,25.99,13.41,1.17,0.0
20230429:1610,92.0,14.89,12.78,1.17,0.0
20230429:1710,15.0,3.99,12.14,0.9,0.0
20230429:1810,0.0,0.0,11.58,0.76,0.0
20230429:1910,0.0,0.0,13.28,0.83,0.0
20230429:2010,0.0,0.0,13.27,0.21,0.0
20230429:2110,0.0,0.0,13.03,0.48,0.0
20230429:2210,0.0,0.0,12.63,0.69,0.0
20230429:2310,0.0,0.0,12.14,0.83,0.0
20230430:0010,0.0,0.0,11.74,0.9,0.0
20230430:0110,0.0,0.0,11.57,0.97,0.0
20230430:0210,0.0,0.0,11.5,1.03,0.0
20230430:0310,0.0,0.0,11.18,1.1,0.0
20230430:0410,4.0,4.74,9.34,1.24,0.0
20230430:0510,108.0,15.65,9.25,1.17,0.0
20230430:0610,122.0,26.75,13.13,0.62,0.0
20230430:0710,595.0,37.7,14.88,0.28,0.0
20230430:0810,748.01,47.98,16.03,0.55,0.0
20230430:0910,850.01,56.65,17.08,0.62,0.0
20230430:1010,780.0,61.94,17.87,0.48,0.0
20230430:1110,715.0,61.78,18.17,0.76,0.0
20230430:1210,451.0,56.25,18.71,0.83,0.0
20230430:1310,294.0,47.46,18.84,1.1,0.0
20230430:1410,412.0,37.13,18.24,1.31,0.0
20230430:1510,262.0,26.16,16.99,1.1,0.0
20230430:1610,129.0,15.06,16.22,1.17,0.0
20230430:1710,21.0,4.17,15.2,0.55,0.0
20230430:1810,0.0,0.0,14.86,0.41,0.0
20230430:1910,0.0,0.0,14.97,0.34,0.0
20230430:2010,0.0,0.0,14.58,0.76,0.0
20230430:2110,0.0,0.0,13.78,1.1,0.0
20230430:2210,0.0,0.0,12.54,1.31,0.0
20230430:2310,0.0,0.0,11.84,1.38,0.0
20230501:0010,0.0,0.0,11.27,1.38,0.0
20230501:0110,0.0,0.0,9.85,1.52,0.0
20230501:0210,0.0,0.0,8.85,1.72,0.0
20230501:0310,0.0,0.0,8.5,1.79,0.0
20230501:0410,23.0,4.97,8.34,1.86,0.0
20230501:0510,114.0,15.87,10.13,1.79,0.0
20230501:0610,140.0,26.98,12.62,1.79,0.0
20230501:0710,591.0,37.93,15.25,1.79,0.0
20230501:0810,655.0,48.23,16.94,2.0,0.0
20230501:0910,848.01,56.93,18.14,1.93,0.0
20230501:1010,884.01,62.25,19.05,1.79,0.0
20230501:1110,677.0,62.07,19.48,1.24,0.0
20230501:1210,573.0,56.49,19.32,0.76,0.0
20230501:1310,148.0,47.66,19.15,0.69,0.0
20230501:1410,129.0,37.31,18.72,0.76,0.0
20230501:1510,241.0,26.33,18.16,0.69,0.0
20230501:1610,127.0,15.23,16.71,0.28,0.0
20230501:1710,16.0,4.35,16.13,0.41,0.0
20230501:1810,0.0,0.0,15.17,0.62,0.0
20230501:1910,0.0,0.0,13.21,1.38,0.0
20230501:2010,0.0,0.0,12.51,1.03,0.0
20230501:2110,0.0,0.0,13.31,0.62,0.0
20230501:2210,0.0,0.0,12.57,0.83,0.0
20230501:2310,0.0,0.0,13.15,0.83,0.0
20230502:0010,0.0,0.0,13.47,0.48,0.0
20230502:0110,0.0,0.0,13.57,0.41,0.0
20230502:0210,0.0,0.0,13.55,0.55,0.0
20230502:0310,0.0,0.0,13.32,0.69,0.0
20230502:0410,7.0,5.2,12.8,0.9,0.0
20230502:0510,32.0,16.09,12.09,1.03,0.0
20230502:0610,55.0,27.19,13.68,1.03,0.0
20230502:0710,0.0,0.0,15.18,0.97,0.0
20230502:0810,197.0,48.47,16.42,0.69,0.0
20230502:0910,264.0,57.2,17.43,1.1,0.0
20230502:1010,412.0,62.55,17.93,1.52,0.0
20230502:1110,344.0,62.36,18.59,1.59,0.0
20230502:1210,402.0,56.73,19.37,1.17,0.0
20230502:1310,591.0,47.86,19.55,0.62,0.0
20230502:1410,413.0,37.48,19.48,0.48,0.0
20230502:1510,287.0,26.5,19.13,0.69,0.0
20230502:1610,56.0,15.4,18.52,0.48,0.0
20230502:1710,17.0,4.54,18.06,0.41,0.0
20230502:1810,0.0,0.0,17.79,0.55,0.0
20230502:1910,0.0,0.0,16.93,0.41,0.0
20230502:2010,0.0,0.0,16.29,0.41,0.0
20230502:2110,0.0,0.0,15.41,0.55,0.0
20230502:2210,0.0,0.0,13.63,0.97,0.0
20230502:2310,0.0,0.0,12.28,1.38,0.0
20230503:0010,0.0,0.0,12.51,1.52,0.0
20230503:0110,0.0,0.0,11.76,1.59,0.0
20230503:0210,0.0,0.0,12.11,1.66,0.0
20230503:0310,0.0,0.0,11.51,1.72,0.0
20230503:0410,30.0,5.42,11.1,1.79,0.0
20230503:0510,120.0,16.3,11.77,1.72,0.0
20230503:0610,101.0,27.4,13.35,1.79,0.0
20230503:0710,281.0,38.37,14.87,2.0,0.0
20230503:0810,461.0,48.71,15.28,2.0,0.0
20230503:0910,309.0,57.47,16.1,1.86,0.0
20230503:1010,223.0,62.84,16.99,2.0,0.0
20230503:1110,396.0,62.64,17.95,1.86,0.0
20230503:1210,232.0,56.97,18.35,1.52,0.0
20230503:1310,357.0,48.06,18.25,1.1,0.0
20230503:1410,378.0,37.66,17.11,0.97,0.0
20230503:1510,140.0,26.67,16.07,0.83,0.0
20230503:1610,85.0,15.57,15.69,0.28,0.0
20230503:1710,5.0,4.72,15.14,0.55,0.0
20230503:1810,0.0,0.0,13.89,0.83,0.0
20230503:1910,0.0,0.0,12.1,1.1,0.0
20230503:2010,0.0,0.0,11.63,1.24,0.0
20230503:2110,0.0,0.0,11.43,1.24,0.0
20230503:2210,0.0,0.0,10.98,1.31,0.0
20230503:2310,0.0,0.0,10.53,1.38,0.0
20230504:0010,0.0,0.0,10.62,1.45,0.0
20230504:0110,0.0,0.0,9.43,1.52,0.0
20230504:0210,0.0,0.0,9.07,1.52,0.0
20230504:0310,0.0,0.0,8.92,1.52,0.0
20230504:0410,34.0,5.63,8.93,1.59,0.0
20230504:0510,110.0,16.51,11.28,1.52,0.0
20230504:0610,165.0,27.61,13.28,1.45,0.0
20230504:0710,462.0,38.58,14.34,1.66,0.0
20230504:0810,299.0,48.94,15.77,2.07,0.0
20230504:0910,807.01,57.73,17.04,2.14,0.0
20230504:1010,919.01,63.13,18.08,1.66,0.0
20230504:1110,548.0,62.92,18.35,1.24,0.0
